YOB,Name,mFrequency,fFrequency,mForF
2020,Elliot,26,6,4.333
2020,Rowan,24,12,2.0
2020,Finley,18,6,3.0
2020,Avery,13,31,0.419
2020,Blake,13,8,1.625
2020,Hayden,9,6,1.5
2020,River,9,8,1.125
2020,Riley,8,18,0.444
2020,Emery,7,6,1.167
2020,Charlie,6,6,1.0
2020,Emerson,6,11,0.545
2020,Rory,6,8,0.75
2021,Sawyer,36,6,6.0
2021,Parker,34,13,2.615
2021,River,25,8,3.125
2021,Rowan,20,6,3.333
2021,Elliot,19,7,2.714
2021,Riley,14,18,0.778
2021,Blake,13,12,1.083
2021,Finley,12,8,1.5
2021,Emerson,11,6,1.833
2021,Charlie,8,8,1.0
2021,Oakley,8,5,1.6
2021,Quinn,8,23,0.348
2021,Emery,7,6,1.167
2021,Rory,6,5,1.2
2021,Tatum,6,5,1.2
2021,Avery,5,25,0.2
2021,Lennon,5,8,0.625
